customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3261-HABOT,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,96.19,1158.67,Yes
3659-VVVBW,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,73.5,5477.29,No
9706-PEUJS,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),95.52,280.54,No
1244-KXAKW,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),99.19,6087.61,No
8413-ALORW,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),107.79,1269.89,Yes
2725-YCTQN,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.87,5239.87,No
3642-ZZQSL,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,97.19,2883.85,Yes
3713-ZNGAZ,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.73,644.62,No
3102-ODFYJ,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.56,1876.7,No
2416-EERVN,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.84,1691.7,No
4723-IRBYQ,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,88.78,2502.99,No
3925-ARGAA,Female,0,Yes,No,54,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.61,4247.65,No
9613-DUAGX,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,78.53,467.14,No
4985-XAOHZ,Male,1,No,No,71,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),90.67,6656.83,No
4901-ZAKPR,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.17,237.65,No
2069-MYINA,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,71.75,591.43,Yes
8543-MDOFA,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,57.43,782.28,No
9921-XSXOV,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.7,85.66,Yes
9633-WBDUG,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.57,743.73,No
6117-COOKV,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.1,1018.36,No
2875-RRBDA,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.55,3314.74,Yes
3315-CGNGG,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,63.82,65.01,No
2409-CNYOM,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.21,643.25,Yes
4321-SIQIN,Female,1,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.3,4816.8,No
1560-DTZXX,Male,0,Yes,No,63,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.31,5536.8,No
5513-LUNPK,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.08,1068.68,No
3544-BSPRB,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.78,2380.57,Yes
6973-HZGYW,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.88,560.81,Yes
7380-HGAPF,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,83.79,5412.99,No
4195-ECODO,Male,1,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.96,2437.11,No
6933-TVKFU,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,89.98,1208.04,Yes
6445-KCPFK,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.5,4511.36,No
1671-APBRU,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,87.76,1540.37,No
6273-KRNNF,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.33,77.56,No
3674-QTRFO,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.92,1187.23,No
7509-VSILK,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.48,2046.96,No
7069-JULOF,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),81.2,4512.84,No
1637-LFTMR,Female,0,Yes,Yes,57,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,65.59,3913.99,No
1718-MHVMX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,90.21,6337.16,No
6648-EMTAJ,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.81,2134.47,Yes
9576-GWZKZ,Female,1,No,Yes,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,66.86,2081.63,Yes
8979-RFRSV,Male,1,Yes,No,22,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),53.94,1140.87,No
6319-BFVJL,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,69.96,902.92,No
7882-LTMWF,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.75,1303.33,No
3609-JOEXK,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.66,1585.53,No
6774-XHUOV,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,87.71,368.1,Yes
3646-TKGZP,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,91.2,6300.06,No
6032-QNGVS,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,109.74,5629.35,No
3072-CDMUB,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.73,4697.77,No
9915-ATQLO,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.09,2545.79,No
8871-GOVQR,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.48,2338.81,No
5480-XZJBQ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),90.5,187.07,Yes
9618-GKBBF,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.63,1549.56,No
1782-SXTNH,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.59,2541.84,No
1459-ONCTM,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.93,134.99,Yes
6004-PHHQQ,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),87.2,88.42,Yes
1063-EBOBK,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.84,218.35,No
9044-ZOJPG,Female,1,Yes,Yes,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),71.92,1125.37,No
5310-DJISO,Male,0,No,No,71,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.79,4930.38,No
9484-MTQYO,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.77,88.39,Yes
6337-CBZVJ,Male,1,No,Yes,62,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,77.0,4792.63,No
6613-RTAGQ,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),77.25,5131.96,No
9722-WHQMG,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),80.45,4919.36,No
2088-XDYAK,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.88,198.22,Yes
1181-NIXLR,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,87.29,4406.9,No
8345-ENJOA,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,93.56,6794.9,No
2878-HDSWR,Male,1,No,No,3,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.76,244.11,Yes
6859-BXSBP,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.92,92.77,Yes
5515-QQLTR,Female,0,Yes,No,68,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.43,5769.99,No
9779-WUXDL,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,92.75,4531.94,No
3042-SKTWD,Female,0,Yes,No,47,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),65.31,3214.05,No
3180-IHBPM,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.19,4786.55,No
8721-NIRTF,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.26,6140.5,Yes
7598-PWWMW,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.32,796.42,No
2617-FTFZY,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),104.92,2615.9,Yes
6761-CKRCZ,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.49,105.75,Yes
4453-UAMVR,Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.44,1051.37,No
8212-OXPUW,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,88.04,2243.31,No
1763-DZADD,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),97.26,1091.53,No
6330-PVUTL,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,72.34,5018.21,No
8778-QGZNQ,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.14,80.53,Yes
6713-HMDSC,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,81.49,3407.17,No
4205-MWJXY,Female,0,No,Yes,59,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.49,4558.19,No
8084-LHVVI,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,115.78,6530.0,No
8224-NJIWO,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),101.33,4955.61,No
6413-JCSQG,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),103.82,2390.09,Yes
1674-WRTZI,Male,1,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,83.61,6079.56,No
3172-EJECW,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,86.55,1426.45,No
2338-ZSKPE,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.11,2213.15,No
7935-RMEZX,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.73,6816.15,No
9915-PTFIM,Male,1,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.53,188.92,No
1211-KRRGJ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.37,6444.36,No
7436-RLKIG,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.83,5984.12,No
5389-HRPUL,Male,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,62.6,2663.49,No
6404-ECTCC,Female,0,No,No,20,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.13,1770.62,No
8185-PWGDY,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,63.38,4546.09,No
3280-UXDUG,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.5,76.17,Yes
7073-QILVS,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.19,564.37,No
2289-TODZO,Female,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,88.31,5035.55,No
5254-XWTPN,Female,0,Yes,Yes,63,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,80.8,4945.38,No
3910-OTBIN,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.77,188.67,Yes
8398-KTKQC,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.97,185.52,Yes
1151-RDXKQ,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.94,6960.76,No
1822-PRGJG,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.99,597.34,No
2603-KECMJ,Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.24,88.52,Yes
8049-HBROX,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.42,41.87,No
2885-DZBHJ,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),78.55,3618.45,No
8819-QVVSI,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,92.55,3757.36,No
3380-OSQMB,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.29,1563.33,No
7614-OBBWV,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.59,58.77,Yes
1038-QLIOR,Female,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,98.74,6696.34,No
5458-HMKQO,Female,0,No,No,70,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,73.48,4927.37,No
2438-IDUGV,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.12,944.13,Yes
2633-NZTJS,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.45,165.93,Yes
7443-KFSRE,Female,0,No,No,71,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),62.18,4253.21,No
9312-AFFUP,Female,0,No,No,2,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.64,173.41,Yes
9796-NMOVU,Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,84.74,3543.74,No
7009-MUWEX,Female,1,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.2,721.81,No
5611-PXPWB,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),80.04,5223.75,No
4526-VJWOB,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.28,704.47,No
2195-VNZZM,Female,1,No,No,29,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),61.86,1724.94,No
8281-NYOFX,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.2,7267.58,No
1479-EPNNN,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,95.59,6997.09,No
1232-GOHSK,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,92.99,3601.9,No
9428-ZYNZV,Male,1,No,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.38,2379.02,No
4501-CDHRD,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.31,2570.58,No
8179-WLMYM,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.94,2239.11,No
4276-WQPBT,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.64,1276.64,No
6673-UJGZO,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),96.36,4043.35,No
3394-WIAHW,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,92.61,371.86,No
1959-LUXZC,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.12,1641.52,No
1259-IXQXP,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.69,4155.76,No
7720-VUDZP,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),106.24,617.02,Yes
3048-MSNZR,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.13,1475.58,Yes
7719-FYJID,Male,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.59,646.09,No
5989-WYVPX,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.56,2125.11,No
4022-EDZUT,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),103.8,5778.98,No
3228-SBMVT,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.3,391.06,Yes
3625-ZHXFY,Male,1,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),78.14,817.09,Yes
8693-IOUCB,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.23,1387.11,No
3948-VDWBG,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,83.29,2589.19,No
6539-UOHZD,Female,1,No,No,42,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,87.39,3629.71,No
2176-UQWYK,Female,0,Yes,Yes,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,51.65,2399.92,No
6690-ATKZS,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.81,3815.69,Yes
1288-ALTUO,Male,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.39,1145.81,No
5656-IZWMK,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),93.9,6398.79,No
9864-GSBNR,Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.33,1701.64,No
3547-CPLER,Female,1,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.15,393.92,Yes
8084-HPXCM,Male,0,Yes,No,41,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,63.15,2476.17,Yes
2853-ZXXHP,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.44,2780.15,Yes
2104-AEYFZ,Female,0,No,No,13,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.21,996.91,No
4437-TNNNL,Male,0,Yes,Yes,46,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,86.89,4155.84,No
9710-BAWYR,Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.5,1046.87,No
1153-NQRUC,Female,1,Yes,No,59,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,74.36,4385.38,No
9796-EJJUI,Male,1,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,62.96,119.78,Yes
8425-YHLVI,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.81,1226.46,Yes
4696-DJQDS,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.56,81.67,Yes
5720-VTAET,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,113.59,6443.23,No
